id,evento_id,usuario_id,cantidad,total,estado,preference_id,payment_id,creada_en,usada,transferida,payment_order_id,email_comprador,nombre_comprador,apellido_comprador,telefono_comprador,expira_en
115,13,,1,15.0,expirada,1921694-80a32646-8d36-465c-b42a-6f659c6e4d67,,2026-05-19 18:03:45.991348,0,0,,guillermo.quiroga@gmail.com,Guillermo,Quiroga,258666666,2026-05-19 18:23:45.904931
117,13,,1,15.0,expirada,,,2026-05-19 18:32:35.912816,0,0,QR-INV-1779215557-7844,guillermo.quiroga@gmail.com,Guillermo,Quiroga,432342342342423,2026-05-19 18:52:35.823869
119,13,,1,15.0,expirada,,,2026-05-19 19:04:38.712230,0,0,QR-INV-1779217480-4911,guillermo.quiroga@gmail.com,Guillermo,Quiroga,465413212313,2026-05-19 19:24:38.624261
121,13,,1,15.0,expirada,,,2026-05-19 19:28:43.415349,0,0,QR-INV-1779218924-7555,guillermo.quiroga@gmail.com,Guillermo,Quiroga,84646494949,2026-05-19 19:48:43.327138
132,14,,1,15.0,expirada,,,2026-05-22 20:23:08.833969,0,0,QR-INV-1779481390-2065,guillermo.quiroga@hotmail.com,Fffr,Tu bthr,28148484818,2026-05-22 20:43:08.742950
136,14,,1,15.0,expirada,,,2026-05-22 20:25:52.777519,0,0,QR-INV-1779481554-6621,guillermo.quiroga@hotmail.com,Fffr,Tu bthr,28148484818,2026-05-22 20:45:52.688295
131,14,,1,15.0,expirada,,,2026-05-22 20:23:04.204841,0,0,,guillermo.quiroga@hotmail.com,Fffr,Tu bthr,28148484818,2026-05-22 20:43:04.114809
135,14,,1,15.0,expirada,,,2026-05-22 20:25:48.175971,0,0,,guillermo.quiroga@hotmail.com,Fffr,Tu bthr,28148484818,2026-05-22 20:45:48.085288
139,13,2,1,15.0,expirada,,,2026-05-22 22:09:34.908930,0,0,QR-1779487778-3424,,,,,2026-05-22 22:29:35.176448
91,13,2,1,15.0,pagada,GA-JS9VKBPN8N,,2026-05-12 14:57:57.513083,1,0,QR-1778597880-7720,,,,,
